_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,reason,upvotedownvote,upvotedownvote_gold,username
941563980,4/27/2016 10:34:30,false,1970085183,,4/27/2016 10:28:07,false,clixsense,0.555,32228468,ESP,55,Burgos,83.43.224.119,No comments of this person,Downvote user,,"bernie
"
941563981,4/27/2016 09:16:45,false,1970044801,,4/27/2016 09:15:36,false,clixsense,0.7733,34805760,BGR,65,Yambol,87.121.119.118,"his comments seem spammy, irrelevant, stupid, or pointless",Downvote user,,"lsilb
"
941563981,4/27/2016 09:23:29,false,1970048178,,4/27/2016 09:18:44,false,clixsense,0.5278,6431343,PRT,14,Lisbon,46.189.150.229,Great one in  did.,Upvote user,,"lsilb
"
941563981,4/27/2016 09:58:33,false,1970066563,,4/27/2016 09:53:20,false,clixsense,0.6111,12800257,PHL,D9,Makati City,180.190.115.182,Its clear and concisive.,Upvote user,,"lsilb
"
941563981,4/27/2016 10:01:37,false,1970068436,,4/27/2016 09:48:31,false,clixsense,0.64,6342275,QAT,01,Doha,78.100.154.161,"comprehensive, detailed  and lot of efforts reflected their professionalism",Upvote user,,"lsilb
"
941563981,4/27/2016 10:41:19,false,1970087835,,4/27/2016 10:35:46,false,neodev,0.55,14073714,GRC,35,Athens,85.72.45.249,"although some data sets are not fully commented, comments includes the main parts of the article",Upvote user,,"lsilb
"
941563982,4/27/2016 09:01:53,false,1970037032,,4/27/2016 08:48:46,false,clixsense,0.555,32228468,ESP,55,Burgos,83.43.224.119,no comment for this user,Downvote user,,"sonia
"
941563982,4/27/2016 09:04:34,false,1970038266,,4/27/2016 08:48:30,false,elite,1.0,36324094,SRB,00,Belgrade,91.185.126.244,There is no annotations from the user sonia.,Downvote user,,"sonia
"
941563982,4/27/2016 09:18:56,false,1970045887,,4/27/2016 09:18:20,false,clixsense,0.7733,34805760,BGR,65,Yambol,87.121.119.118,"his comments seem spammy, irrelevant, stupid, or pointless",Downvote user,,"sonia
"
941563982,4/27/2016 09:47:46,false,1970060793,,4/27/2016 09:41:44,false,clixsense,0.4278,35171832,RUS,38,Kuban,95.153.131.184,"clearer
Our Analy-URS shows that people are very poor for the intended receiver of coquetry, insteadoften design their own intended Behav-IOR their interlocutors.",Upvote user,,"sonia
"
941563983,4/27/2016 09:01:53,false,1970037028,,4/27/2016 08:48:46,false,clixsense,0.555,32228468,ESP,55,Burgos,83.43.224.119,no comment for this user,Downvote user,,"indaso
"
941563983,4/27/2016 09:04:34,false,1970038268,,4/27/2016 08:48:30,false,elite,1.0,36324094,SRB,00,Belgrade,91.185.126.244,There is no annotations from the user indaso.,Downvote user,,"indaso
"
941563983,4/27/2016 09:18:56,false,1970045896,,4/27/2016 09:18:20,false,clixsense,0.7733,34805760,BGR,65,Yambol,87.121.119.118,"his comments seem spammy, irrelevant, stupid, or pointless",Downvote user,,"indaso
"
941563983,4/27/2016 09:21:24,false,1970047238,,4/27/2016 09:18:52,false,elite,0.595,37175473,IDN,08,Surabaya,36.74.179.190,very good,Upvote user,,"indaso
"
941563983,4/27/2016 09:47:46,false,1970060787,,4/27/2016 09:41:44,false,clixsense,0.4278,35171832,RUS,38,Kuban,95.153.131.184,clearer,Upvote user,,"indaso
"
941563986,4/27/2016 08:49:14,false,1970030283,,4/27/2016 08:47:31,false,neodev,1.0,35603616,IND,28,Kolkata,202.142.70.157,same reason,Downvote user,,"mulanhe
"
941563986,4/27/2016 08:54:33,false,1970033155,,4/27/2016 08:50:02,false,neodev,0.8,33426493,IND,28,Kolkata,117.227.108.7,its nicely written,Upvote user,,"mulanhe
"
